location,location_type,topic,start_year,percent_no_change,percent_slight_loss,percent_large_loss,percent_slight_increase,percent_large_increase,total_orgs
"Louisville/Jefferson County, KY-IN",cbsa,6 International and Foreign Affairs,2013,12.5,12.5,25.0,12.5,37.5,16.0
"Louisville/Jefferson County, KY-IN",cbsa,7 Religion Related,2013,8.11,6.76,36.49,10.81,37.84,74.0
"Louisville/Jefferson County, KY-IN",cbsa,8 Other,2013,12.5,8.82,32.35,6.62,39.71,136.0
"Memphis, TN-MS-AR",cbsa,1 Arts,2013,10.98,9.76,29.27,7.32,42.68,82.0
"Memphis, TN-MS-AR",cbsa,2a Higher Education,2013,25.0,16.67,33.33,8.33,16.67,12.0
"Memphis, TN-MS-AR",cbsa,2b Other Education,2013,14.52,13.71,20.97,14.52,36.29,124.0
"Memphis, TN-MS-AR",cbsa,3 Environment and Animals,2013,2.7,5.41,18.92,8.11,64.86,37.0
"Memphis, TN-MS-AR",cbsa,4a Hospitals,2013,12.5,12.5,18.75,25.0,31.25,16.0
"Memphis, TN-MS-AR",cbsa,4b Other Health,2013,11.48,11.48,23.77,12.3,40.98,122.0
"Memphis, TN-MS-AR",cbsa,5 Human Services,2013,12.5,12.83,31.25,14.14,29.28,304.0
"Memphis, TN-MS-AR",cbsa,6 International and Foreign Affairs,2013,0.0,6.67,53.33,0.0,40.0,15.0
"Memphis, TN-MS-AR",cbsa,7 Religion Related,2013,11.11,13.58,33.33,11.11,30.86,81.0
"Memphis, TN-MS-AR",cbsa,8 Other,2013,10.26,6.84,30.77,8.55,43.59,117.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,1 Arts,2013,9.02,10.11,29.78,12.02,39.07,366.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,2a Higher Education,2013,13.64,22.73,36.36,4.55,22.73,22.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,2b Other Education,2013,11.88,8.71,26.53,11.88,40.99,505.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,3 Environment and Animals,2013,13.75,11.88,25.63,8.13,40.63,160.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,4a Hospitals,2013,27.59,0.0,27.59,13.79,31.03,29.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,4b Other Health,2013,12.22,8.89,32.67,12.67,33.56,450.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,5 Human Services,2013,16.43,9.48,25.36,11.37,37.36,1108.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,6 International and Foreign Affairs,2013,11.59,5.8,31.16,10.14,41.3,138.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,7 Religion Related,2013,7.76,9.01,35.4,8.7,39.13,322.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,8 Other,2013,9.03,5.79,39.12,7.18,38.89,432.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,1 Arts,2013,13.58,9.88,29.63,11.73,35.19,162.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,2a Higher Education,2013,18.75,12.5,18.75,12.5,37.5,16.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,2b Other Education,2013,11.72,11.72,30.08,8.98,37.5,256.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,3 Environment and Animals,2013,5.45,12.73,41.82,7.27,32.73,55.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,4a Hospitals,2013,39.13,13.04,13.04,17.39,17.39,23.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,4b Other Health,2013,15.08,8.54,28.14,13.07,35.18,199.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,5 Human Services,2013,16.58,10.78,23.05,13.6,35.99,603.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,6 International and Foreign Affairs,2013,0.0,10.0,35.0,0.0,55.0,20.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,7 Religion Related,2013,8.24,8.24,35.29,10.59,37.65,85.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,8 Other,2013,8.57,9.52,33.33,8.57,40.0,210.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,1 Arts,2013,12.98,10.1,31.49,8.65,36.78,416.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,2a Higher Education,2013,27.78,0.0,16.67,22.22,33.33,18.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,2b Other Education,2013,12.28,10.34,25.36,14.54,37.48,619.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,3 Environment and Animals,2013,8.33,7.05,30.77,8.97,44.87,156.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,4a Hospitals,2013,24.14,10.34,17.24,13.79,34.48,29.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,4b Other Health,2013,15.72,8.2,25.06,15.26,35.76,439.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,5 Human Services,2013,17.86,9.22,22.5,17.1,33.31,1573.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,6 International and Foreign Affairs,2013,8.26,10.74,32.23,8.26,40.5,121.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,7 Religion Related,2013,8.49,9.27,32.05,8.88,41.31,259.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,8 Other,2013,10.34,7.82,29.43,9.66,42.76,435.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,1 Arts,2013,10.4,7.2,25.6,10.4,46.4,125.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,2a Higher Education,2013,10.53,15.79,10.53,31.58,31.58,19.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,2b Other Education,2013,10.81,9.46,27.03,16.67,36.04,222.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,3 Environment and Animals,2013,11.54,9.62,34.62,3.85,40.38,52.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,4a Hospitals,2013,6.67,26.67,26.67,13.33,26.67,15.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,4b Other Health,2013,13.33,7.78,25.0,11.67,42.22,180.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,5 Human Services,2013,13.58,12.83,23.21,12.64,37.74,530.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,6 International and Foreign Affairs,2013,8.7,8.7,39.13,6.52,36.96,46.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,7 Religion Related,2013,12.75,10.29,36.27,10.29,30.39,204.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,8 Other,2013,8.33,6.67,37.22,8.33,39.44,180.0
"New Orleans-Metairie, LA",cbsa,1 Arts,2013,3.39,10.17,33.05,5.08,48.31,118.0
"New Orleans-Metairie, LA",cbsa,2a Higher Education,2013,16.67,0.0,0.0,0.0,83.33,6.0
"New Orleans-Metairie, LA",cbsa,2b Other Education,2013,4.55,4.55,28.79,7.58,54.55,132.0
"New Orleans-Metairie, LA",cbsa,3 Environment and Animals,2013,4.35,13.04,47.83,8.7,26.09,46.0
"New Orleans-Metairie, LA",cbsa,4a Hospitals,2013,8.33,8.33,25.0,33.33,25.0,12.0
"New Orleans-Metairie, LA",cbsa,4b Other Health,2013,11.11,15.74,29.63,12.96,30.56,108.0
"New Orleans-Metairie, LA",cbsa,5 Human Services,2013,11.5,12.09,30.97,13.27,32.15,339.0
"New Orleans-Metairie, LA",cbsa,6 International and Foreign Affairs,2013,0.0,0.0,66.67,0.0,33.33,6.0
"New Orleans-Metairie, LA",cbsa,7 Religion Related,2013,15.79,8.77,29.82,10.53,35.09,57.0
"New Orleans-Metairie, LA",cbsa,8 Other,2013,9.46,5.41,33.78,6.76,44.59,148.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,1 Arts,2013,8.75,8.1,33.31,8.39,41.45,2753.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,2a Higher Education,2013,16.22,11.71,20.72,20.72,30.63,111.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,2b Other Education,2013,11.87,9.28,27.03,13.65,38.16,3318.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,3 Environment and Animals,2013,8.01,8.32,35.95,6.75,40.97,637.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,4a Hospitals,2013,14.01,10.19,17.2,28.03,30.57,157.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,4b Other Health,2013,14.68,9.48,28.78,14.14,32.91,2425.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,5 Human Services,2013,16.72,10.64,26.27,13.61,32.76,6083.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,6 International and Foreign Affairs,2013,5.31,7.2,38.72,6.73,42.03,847.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,7 Religion Related,2013,8.36,9.31,32.99,9.49,39.86,1149.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,8 Other,2013,9.22,8.09,34.1,8.87,39.72,2311.0
"Oklahoma City, OK",cbsa,1 Arts,2013,10.48,9.52,22.86,20.0,37.14,105.0
"Oklahoma City, OK",cbsa,2a Higher Education,2013,14.29,14.29,14.29,28.57,28.57,7.0
"Oklahoma City, OK",cbsa,2b Other Education,2013,8.16,12.24,28.57,12.24,38.78,147.0
"Oklahoma City, OK",cbsa,3 Environment and Animals,2013,18.42,5.26,31.58,5.26,39.47,38.0
"Oklahoma City, OK",cbsa,4a Hospitals,2013,9.09,18.18,27.27,18.18,27.27,11.0
"Oklahoma City, OK",cbsa,4b Other Health,2013,13.74,13.74,24.43,12.98,35.11,131.0
"Oklahoma City, OK",cbsa,5 Human Services,2013,14.67,8.98,21.56,14.07,40.72,334.0
"Oklahoma City, OK",cbsa,6 International and Foreign Affairs,2013,11.11,5.56,38.89,11.11,33.33,18.0
"Oklahoma City, OK",cbsa,7 Religion Related,2013,8.25,13.4,40.21,8.25,29.9,97.0
"Oklahoma City, OK",cbsa,8 Other,2013,6.47,8.63,38.13,5.76,41.01,139.0
"Orlando-Kissimmee-Sanford, FL",cbsa,1 Arts,2013,7.69,11.54,25.0,10.58,45.19,104.0
"Orlando-Kissimmee-Sanford, FL",cbsa,2a Higher Education,2013,20.0,20.0,20.0,10.0,30.0,10.0
"Orlando-Kissimmee-Sanford, FL",cbsa,2b Other Education,2013,9.95,7.85,23.56,17.8,40.84,191.0
"Orlando-Kissimmee-Sanford, FL",cbsa,3 Environment and Animals,2013,13.64,16.67,25.76,6.06,37.88,66.0
"Orlando-Kissimmee-Sanford, FL",cbsa,4a Hospitals,2013,14.29,28.57,7.14,35.71,14.29,14.0
"Orlando-Kissimmee-Sanford, FL",cbsa,4b Other Health,2013,19.34,6.08,23.76,11.05,39.78,181.0
"Orlando-Kissimmee-Sanford, FL",cbsa,5 Human Services,2013,15.38,9.4,30.34,14.96,29.91,468.0
"Orlando-Kissimmee-Sanford, FL",cbsa,6 International and Foreign Affairs,2013,19.44,13.89,33.33,8.33,25.0,36.0
"Orlando-Kissimmee-Sanford, FL",cbsa,7 Religion Related,2013,8.38,8.38,30.89,12.57,39.79,191.0
"Orlando-Kissimmee-Sanford, FL",cbsa,8 Other,2013,10.0,6.25,33.75,8.13,41.88,160.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,1 Arts,2013,9.44,9.13,33.79,9.74,37.9,657.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,2a Higher Education,2013,25.53,10.64,14.89,27.66,21.28,47.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,2b Other Education,2013,10.58,9.15,27.26,13.63,39.37,1049.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,3 Environment and Animals,2013,6.2,6.61,34.3,11.16,41.74,242.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,4a Hospitals,2013,17.81,8.22,9.59,24.66,39.73,73.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,4b Other Health,2013,14.73,9.56,26.23,14.6,34.88,774.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,5 Human Services,2013,15.93,12.69,27.41,12.35,31.62,2065.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,6 International and Foreign Affairs,2013,8.49,11.32,33.96,6.6,39.62,106.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,7 Religion Related,2013,7.85,9.22,34.47,8.53,39.93,293.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,8 Other,2013,9.12,7.03,31.69,9.27,42.9,669.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,1 Arts,2013,13.4,12.44,22.97,9.57,41.63,209.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,2a Higher Education,2013,18.18,18.18,27.27,9.09,27.27,11.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,2b Other Education,2013,14.41,7.93,22.34,14.41,40.92,479.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,3 Environment and Animals,2013,6.72,15.13,26.89,6.72,44.54,119.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,4a Hospitals,2013,7.14,0.0,28.57,14.29,50.0,14.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,4b Other Health,2013,9.35,6.83,29.86,11.15,42.81,278.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,5 Human Services,2013,13.49,8.52,26.34,13.61,38.04,786.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,6 International and Foreign Affairs,2013,11.11,7.41,38.89,1.85,40.74,54.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,7 Religion Related,2013,11.62,8.59,34.85,10.1,34.85,198.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,8 Other,2013,6.74,7.45,33.33,6.03,46.45,282.0
"Pittsburgh, PA",cbsa,1 Arts,2013,11.87,8.68,26.48,12.33,40.64,219.0
"Pittsburgh, PA",cbsa,2a Higher Education,2013,14.29,14.29,0.0,42.86,28.57,14.0
"Pittsburgh, PA",cbsa,2b Other Education,2013,15.63,12.67,24.53,11.32,35.85,371.0
"Pittsburgh, PA",cbsa,3 Environment and Animals,2013,7.0,8.0,34.0,5.0,46.0,100.0
"Pittsburgh, PA",cbsa,4a Hospitals,2013,23.53,11.76,14.71,14.71,35.29,34.0
"Pittsburgh, PA",cbsa,4b Other Health,2013,17.8,12.76,21.66,13.06,34.72,337.0
"Pittsburgh, PA",cbsa,5 Human Services,2013,17.11,13.41,22.28,14.78,32.42,947.0
"Pittsburgh, PA",cbsa,6 International and Foreign Affairs,2013,11.43,5.71,28.57,11.43,42.86,35.0
"Pittsburgh, PA",cbsa,7 Religion Related,2013,12.98,11.45,31.3,7.63,36.64,131.0
"Pittsburgh, PA",cbsa,8 Other,2013,8.44,9.38,33.44,7.19,41.56,320.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,1 Arts,2013,9.74,9.74,23.97,13.11,43.45,267.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,2a Higher Education,2013,22.73,0.0,9.09,31.82,36.36,22.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,2b Other Education,2013,8.67,7.96,26.23,15.22,41.92,427.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,3 Environment and Animals,2013,9.55,10.83,22.29,11.46,45.86,157.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,4a Hospitals,2013,29.41,5.88,11.76,23.53,29.41,17.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,4b Other Health,2013,9.06,6.42,23.77,13.96,46.79,265.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,5 Human Services,2013,16.38,9.97,20.85,13.75,39.06,873.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,6 International and Foreign Affairs,2013,10.0,5.71,27.14,10.0,47.14,70.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,7 Religion Related,2013,9.09,8.48,33.94,13.94,34.55,165.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,8 Other,2013,9.16,6.96,27.84,9.16,46.89,273.0
"Providence-Warwick, RI-MA",cbsa,1 Arts,2013,9.18,7.65,27.55,12.76,42.86,196.0
"Providence-Warwick, RI-MA",cbsa,2a Higher Education,2013,0.0,8.33,25.0,8.33,58.33,12.0
"Providence-Warwick, RI-MA",cbsa,2b Other Education,2013,13.39,11.42,29.13,13.39,32.68,254.0
"Providence-Warwick, RI-MA",cbsa,3 Environment and Animals,2013,5.49,8.79,37.36,5.49,42.86,91.0
"Providence-Warwick, RI-MA",cbsa,4a Hospitals,2013,11.76,11.76,29.41,11.76,35.29,17.0
"Providence-Warwick, RI-MA",cbsa,4b Other Health,2013,18.47,7.21,24.77,15.77,33.78,222.0
"Providence-Warwick, RI-MA",cbsa,5 Human Services,2013,16.2,11.78,25.04,14.08,32.9,611.0
"Providence-Warwick, RI-MA",cbsa,6 International and Foreign Affairs,2013,0.0,0.0,31.25,12.5,56.25,16.0
"Providence-Warwick, RI-MA",cbsa,7 Religion Related,2013,14.63,7.32,41.46,12.2,24.39,41.0
"Providence-Warwick, RI-MA",cbsa,8 Other,2013,16.46,7.32,29.88,7.32,39.02,164.0
"Raleigh, NC",cbsa,1 Arts,2013,7.53,9.68,31.18,10.75,40.86,93.0
"Raleigh, NC",cbsa,2a Higher Education,2013,12.5,37.5,25.0,12.5,12.5,8.0
"Raleigh, NC",cbsa,2b Other Education,2013,14.67,15.56,24.44,12.0,33.33,225.0
"Raleigh, NC",cbsa,3 Environment and Animals,2013,7.84,5.88,27.45,21.57,37.25,51.0
"Raleigh, NC",cbsa,4a Hospitals,2013,0.0,0.0,100.0,0.0,0.0,2.0
"Raleigh, NC",cbsa,4b Other Health,2013,8.03,7.3,29.2,14.6,40.88,137.0
"Raleigh, NC",cbsa,5 Human Services,2013,19.33,10.0,24.67,13.33,32.67,300.0
"Raleigh, NC",cbsa,6 International and Foreign Affairs,2013,3.03,9.09,39.39,9.09,39.39,33.0
"Raleigh, NC",cbsa,7 Religion Related,2013,8.82,10.29,20.59,13.24,47.06,68.0
"Raleigh, NC",cbsa,8 Other,2013,9.45,5.51,31.5,11.02,42.52,127.0
"Richmond, VA",cbsa,1 Arts,2013,9.09,5.45,36.36,9.09,40.0,110.0
"Richmond, VA",cbsa,2a Higher Education,2013,0.0,25.0,0.0,25.0,50.0,4.0
"Richmond, VA",cbsa,2b Other Education,2013,10.2,10.88,29.93,14.29,34.69,147.0
"Richmond, VA",cbsa,3 Environment and Animals,2013,4.17,14.58,27.08,4.17,50.0,48.0
"Richmond, VA",cbsa,4a Hospitals,2013,8.33,16.67,25.0,25.0,25.0,12.0
"Richmond, VA",cbsa,4b Other Health,2013,16.34,8.5,30.07,13.07,32.03,153.0
"Richmond, VA",cbsa,5 Human Services,2013,13.84,11.02,30.23,12.71,32.2,354.0
"Richmond, VA",cbsa,6 International and Foreign Affairs,2013,23.81,4.76,23.81,9.52,38.1,21.0
"Richmond, VA",cbsa,7 Religion Related,2013,13.48,10.11,28.09,10.11,38.2,89.0
"Richmond, VA",cbsa,8 Other,2013,8.05,10.74,29.53,10.74,40.94,149.0
"Riverside-San Bernardino-Ontario, CA",cbsa,1 Arts,2013,9.22,10.64,27.66,8.51,43.97,141.0
"Riverside-San Bernardino-Ontario, CA",cbsa,2a Higher Education,2013,10.0,0.0,30.0,30.0,30.0,10.0
"Riverside-San Bernardino-Ontario, CA",cbsa,2b Other Education,2013,13.98,9.42,27.05,11.55,37.99,329.0
"Riverside-San Bernardino-Ontario, CA",cbsa,3 Environment and Animals,2013,3.19,10.64,35.11,7.45,43.62,94.0
"Riverside-San Bernardino-Ontario, CA",cbsa,4a Hospitals,2013,38.46,0.0,15.38,7.69,38.46,13.0
"Riverside-San Bernardino-Ontario, CA",cbsa,4b Other Health,2013,8.67,7.51,35.84,11.56,36.42,173.0
"Riverside-San Bernardino-Ontario, CA",cbsa,5 Human Services,2013,12.03,12.5,27.19,10.16,38.13,640.0
"Riverside-San Bernardino-Ontario, CA",cbsa,6 International and Foreign Affairs,2013,5.56,2.78,36.11,5.56,50.0,36.0
"Riverside-San Bernardino-Ontario, CA",cbsa,7 Religion Related,2013,9.6,13.56,33.9,10.17,32.77,177.0
"Riverside-San Bernardino-Ontario, CA",cbsa,8 Other,2013,9.28,7.73,37.63,8.25,37.11,194.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,1 Arts,2013,11.38,7.19,29.94,11.38,40.12,167.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,2a Higher Education,2013,33.33,0.0,0.0,0.0,66.67,3.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,2b Other Education,2013,10.13,10.78,28.43,12.75,37.91,306.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,3 Environment and Animals,2013,10.08,7.56,39.5,5.88,36.97,119.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,4a Hospitals,2013,11.11,0.0,22.22,11.11,55.56,9.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,4b Other Health,2013,13.71,13.71,23.86,12.18,36.55,197.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,5 Human Services,2013,13.7,10.2,22.16,15.6,38.34,686.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,6 International and Foreign Affairs,2013,8.11,13.51,21.62,10.81,45.95,37.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,7 Religion Related,2013,8.26,9.17,25.69,11.93,44.95,109.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,8 Other,2013,9.59,6.39,36.07,5.48,42.47,219.0
"St. Louis, MO-IL",cbsa,1 Arts,2013,9.5,11.31,30.32,10.41,38.46,221.0
"St. Louis, MO-IL",cbsa,2a Higher Education,2013,6.25,18.75,25.0,18.75,31.25,16.0
"St. Louis, MO-IL",cbsa,2b Other Education,2013,10.91,12.12,28.79,11.52,36.67,330.0
"St. Louis, MO-IL",cbsa,3 Environment and Animals,2013,9.78,9.78,28.26,7.61,44.57,92.0
"St. Louis, MO-IL",cbsa,4a Hospitals,2013,11.29,16.13,14.52,33.87,24.19,62.0
"St. Louis, MO-IL",cbsa,4b Other Health,2013,13.85,11.15,23.31,12.5,39.19,296.0
"St. Louis, MO-IL",cbsa,5 Human Services,2013,16.43,12.01,28.19,11.63,31.73,791.0
"St. Louis, MO-IL",cbsa,6 International and Foreign Affairs,2013,5.77,9.62,26.92,13.46,44.23,52.0
"St. Louis, MO-IL",cbsa,7 Religion Related,2013,10.98,8.54,29.27,12.2,39.02,164.0
"St. Louis, MO-IL",cbsa,8 Other,2013,6.57,7.66,35.04,11.68,39.05,274.0
"Salt Lake City, UT",cbsa,1 Arts,2013,7.14,9.18,26.53,11.22,45.92,98.0
"Salt Lake City, UT",cbsa,2a Higher Education,2013,0.0,0.0,66.67,0.0,33.33,3.0
"Salt Lake City, UT",cbsa,2b Other Education,2013,15.15,12.12,26.26,12.12,34.34,99.0
"Salt Lake City, UT",cbsa,3 Environment and Animals,2013,4.65,2.33,37.21,4.65,51.16,43.0
"Salt Lake City, UT",cbsa,4a Hospitals,2013,0.0,16.67,16.67,16.67,50.0,6.0
"Salt Lake City, UT",cbsa,4b Other Health,2013,9.57,10.64,27.66,15.96,36.17,94.0
"Salt Lake City, UT",cbsa,5 Human Services,2013,18.15,12.59,22.96,13.7,32.59,270.0
"Salt Lake City, UT",cbsa,6 International and Foreign Affairs,2013,10.0,3.33,30.0,6.67,50.0,30.0
"Salt Lake City, UT",cbsa,7 Religion Related,2013,15.15,15.15,33.33,3.03,33.33,33.0
"Salt Lake City, UT",cbsa,8 Other,2013,9.62,5.77,38.46,9.62,36.54,104.0
"San Antonio-New Braunfels, TX",cbsa,1 Arts,2013,10.85,9.3,29.46,9.3,41.09,129.0
"San Antonio-New Braunfels, TX",cbsa,2a Higher Education,2013,9.09,36.36,9.09,18.18,27.27,11.0
"San Antonio-New Braunfels, TX",cbsa,2b Other Education,2013,13.45,13.45,34.98,11.66,26.46,223.0
"San Antonio-New Braunfels, TX",cbsa,3 Environment and Animals,2013,11.27,16.9,22.54,11.27,38.03,71.0
"San Antonio-New Braunfels, TX",cbsa,4a Hospitals,2013,18.18,18.18,27.27,9.09,27.27,11.0
"San Antonio-New Braunfels, TX",cbsa,4b Other Health,2013,8.66,11.02,25.2,10.24,44.88,127.0
"San Antonio-New Braunfels, TX",cbsa,5 Human Services,2013,15.38,9.89,26.59,12.97,35.16,455.0
"San Antonio-New Braunfels, TX",cbsa,6 International and Foreign Affairs,2013,11.54,11.54,23.08,7.69,46.15,26.0
"San Antonio-New Braunfels, TX",cbsa,7 Religion Related,2013,12.67,9.33,32.0,10.67,35.33,150.0
"San Antonio-New Braunfels, TX",cbsa,8 Other,2013,8.09,10.4,30.64,10.98,39.88,173.0
"San Diego-Carlsbad, CA",cbsa,1 Arts,2013,11.4,8.82,29.78,9.19,40.81,272.0
"San Diego-Carlsbad, CA",cbsa,2a Higher Education,2013,5.88,17.65,23.53,29.41,23.53,17.0
"San Diego-Carlsbad, CA",cbsa,2b Other Education,2013,11.85,10.34,27.8,11.42,38.58,464.0
"San Diego-Carlsbad, CA",cbsa,3 Environment and Animals,2013,7.86,6.43,26.43,10.71,48.57,140.0
"San Diego-Carlsbad, CA",cbsa,4a Hospitals,2013,20.0,10.0,20.0,30.0,20.0,10.0
"San Diego-Carlsbad, CA",cbsa,4b Other Health,2013,10.71,8.73,28.57,7.94,44.05,252.0
"San Diego-Carlsbad, CA",cbsa,5 Human Services,2013,11.89,12.38,25.0,12.75,37.99,816.0
"San Diego-Carlsbad, CA",cbsa,6 International and Foreign Affairs,2013,12.36,8.99,32.58,6.74,39.33,89.0
"San Diego-Carlsbad, CA",cbsa,7 Religion Related,2013,12.27,10.43,33.13,6.75,37.42,163.0
"San Diego-Carlsbad, CA",cbsa,8 Other,2013,7.69,8.36,31.77,8.03,44.15,299.0
"San Francisco-Oakland-Hayward, CA",cbsa,1 Arts,2013,7.95,9.04,30.72,12.17,40.12,830.0
"San Francisco-Oakland-Hayward, CA",cbsa,2a Higher Education,2013,23.68,5.26,18.42,23.68,28.95,38.0
"San Francisco-Oakland-Hayward, CA",cbsa,2b Other Education,2013,11.6,11.32,23.57,12.54,40.97,1069.0
"San Francisco-Oakland-Hayward, CA",cbsa,3 Environment and Animals,2013,8.7,9.78,27.9,7.25,46.38,276.0
"San Francisco-Oakland-Hayward, CA",cbsa,4a Hospitals,2013,12.0,20.0,8.0,20.0,40.0,25.0
"San Francisco-Oakland-Hayward, CA",cbsa,4b Other Health,2013,11.23,10.13,25.78,11.23,41.62,543.0
"San Francisco-Oakland-Hayward, CA",cbsa,5 Human Services,2013,17.68,8.68,23.53,14.58,35.53,1900.0
"San Francisco-Oakland-Hayward, CA",cbsa,6 International and Foreign Affairs,2013,4.09,9.55,33.18,9.55,43.64,220.0
"San Francisco-Oakland-Hayward, CA",cbsa,7 Religion Related,2013,8.12,8.97,33.33,7.69,41.88,234.0
"San Francisco-Oakland-Hayward, CA",cbsa,8 Other,2013,9.66,7.24,31.25,8.38,43.47,704.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,1 Arts,2013,16.04,6.6,24.53,14.62,38.21,212.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,2a Higher Education,2013,18.18,0.0,40.91,9.09,31.82,22.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,2b Other Education,2013,11.46,8.31,29.23,11.17,39.83,349.0
